Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,7.923,15.720,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_1,7.967,14.360,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_2,5.601,13.633,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_3,6.833,16.001,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_4,6.689,14.554,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_5,6.612,13.730,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_6,7.954,13.536,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_7,5.635,16.108,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_8,5.666,15.382,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
1,drone_9,7.487,14.837,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_0,8.045,15.599,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_1,8.072,14.255,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_2,5.743,13.492,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_3,6.975,15.860,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_4,6.794,14.449,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_5,6.717,13.625,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_6,8.076,13.414,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_7,5.756,15.986,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_8,5.788,15.261,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
2,drone_9,7.578,14.747,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
3,drone_0,8.166,15.477,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
3,drone_1,8.176,14.150,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
3,drone_2,5.864,13.370,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
3,drone_3,7.116,15.718,14.399,8.907,"7.281317045370716,9.30599676163542,2.3267898635244446;15.776408500413632,17.98474946651847,0.6503663490129578;11.294648387910925,15.2219822486875,2.1619191089601797;8.90183254940968,3.8832212141087004,0.9032320612276425;10.567626738776296,17.575404897529854,0.4081829448656243;15.679709791281976,10.982573287465751,0.22884949653919798;9.36618867292307,13.728434242144608,0.20315158850008616;12.133099119152345,6.306208491505577,0.25728922564020346;4.996307428876748,5.203182929283741,0.2662049434471217;2.9892654329602757,7.009700565942577,1.8800731657273873;16.040796547980303,2.882733140456547,0.31020785609330953;10.591771985957871,2.147197718909935,1.9537925317113007;6.398307985615739,6.213839228327429,2.478048759399086;6.499085488220125,7.266843519990537,0.2541284550064697;2.4675610923801927,8.918401676850236,0.6780565699918361"
