Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,13.826,15.403,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_1,11.260,7.322,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_2,12.659,9.996,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_3,16.361,16.964,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_4,8.881,17.458,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_5,12.556,18.281,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_6,17.323,9.536,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_7,16.945,2.947,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_8,16.218,13.534,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
1,drone_9,9.689,16.496,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_0,13.626,15.403,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_1,11.060,7.322,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_2,12.659,9.796,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_3,16.219,16.823,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_4,8.740,17.316,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_5,12.415,18.139,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_6,17.123,9.536,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_7,16.745,2.947,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_8,16.076,13.675,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
2,drone_9,9.547,16.354,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
3,drone_0,13.436,15.466,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
3,drone_1,10.870,7.258,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
3,drone_2,12.596,9.607,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
3,drone_3,16.078,16.681,3.385,9.758,"5.690179483731084,11.919122063286894,0.6465413698359783;14.471231587995327,5.559284495314547,2.4628604061622825;5.535321675536252,17.37741540134975,1.2018106064322436;14.053622671032008,5.115246633798877,0.4679733289583393;9.949640206298426,12.933589607083352,0.6507855462555743;11.932810110463448,13.588130551542589,0.31316714339972435;11.527747366267684,13.361730236630338,1.960058661907349;9.448546639915412,0.3501091010019555,0.3231288928941914;18.425950963210237,10.026900505755135,0.7110102046163662;19.356709239538,4.676633625194513,0.3593299988076511;6.8428504631217315,16.782237143190816,0.41549988049789854;6.352375993090092,4.549060039775293,2.4396272974682613;9.790456590515712,10.722100556554167,2.256249662620693;6.432477352983318,10.2161626027017,0.44854397185684336;15.302698312572584,11.963638297514487,1.1332149522239185"
