Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,5.551,5.070,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_1,14.275,2.723,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_2,7.907,1.227,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_3,15.721,16.436,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_4,15.046,4.390,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_5,18.534,12.316,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_6,15.406,3.899,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_7,10.413,3.122,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_8,17.577,11.727,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
1,drone_9,5.671,3.576,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_0,5.551,5.270,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_1,14.134,2.864,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_2,7.766,1.368,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_3,15.721,16.236,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_4,14.924,4.268,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_5,18.334,12.316,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_6,15.234,3.899,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_7,10.272,3.264,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_8,17.443,11.835,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
2,drone_9,5.530,3.717,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
3,drone_0,5.487,5.460,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
3,drone_1,13.993,3.006,3.264,13.076,"17.588439178508377,9.743784416498888,0.9669172975747904;13.596133470199314,6.7854058039349905,2.1006874517529064;10.215362028109263,7.846522260396014,0.9085733791669723;4.649375680711465,8.633621321441215,0.9101406457789806;7.610281011677343,15.860647215421977,1.885836421239886;10.367256823401757,8.234532232869595,0.6581019550488378;12.799363254493652,17.4473730364478,2.231175836643705;4.559914317474771,5.257429950962435,0.2904922844256118;2.1082845208606784,8.223985940596256,1.6063274295199692;8.13469725079406,3.9607412667213993,0.23901647824305644;13.303181663769351,12.552999502908907,1.280683994744033;18.898174743078407,1.8696551030320607,0.4925081401502953;14.967068275348671,8.70279641155374,1.8226250009287805;5.294036047445605,10.089356363068966,0.9452850700925881;17.937738430509405,14.762781139607005,0.2135301649446396;3.0232461251555254,16.055150079224415,0.9233614203011252"
