Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,5.620,10.466,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_1,9.156,18.537,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_2,14.453,17.858,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_3,13.192,12.711,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_4,11.292,4.633,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_5,1.626,6.320,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_6,16.122,17.785,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_7,15.124,11.542,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_8,12.235,3.157,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
1,drone_9,9.529,10.601,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_0,5.642,10.665,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_1,8.983,18.437,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_2,14.262,17.917,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_3,13.051,12.853,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_4,11.151,4.775,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_5,1.826,6.320,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_6,15.948,17.884,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_7,15.087,11.738,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_8,12.143,3.335,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
2,drone_9,9.387,10.742,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
3,drone_0,5.718,10.850,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
3,drone_1,8.820,18.320,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
3,drone_2,14.063,17.943,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
3,drone_3,12.909,12.994,4.611,16.826,"8.913339490443803,12.638191673334783,1.3192533791006973;13.781500631119279,1.9466228986168566,0.6629182632897098;2.549311682111488,11.776247560917039,0.41893857284470226;2.6289307910430812,11.479803544094839,2.229963509319016;12.557464531897656,11.48663139864737,0.9824821544637589;18.714229259239342,18.39196382839024,1.2179103075242177;16.391475895166113,3.701159889906656,1.982197194881584;12.994478241428306,9.616276157673592,2.2349432369270303;3.737526202576573,13.441208314698665,0.2903926477648928;14.19148505663374,4.808170981826985,0.40631095059417505;1.20207640135565,7.8551838522670145,0.9965857435875438;3.727917671460549,9.58858382960849,0.39523659893442986;1.7506093776535847,15.017815530115401,0.2768456737797701;11.04728990774618,1.574364736860578,1.3820836414296869;9.276021053251261,13.599989820678191,2.2572264854626387"
