Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,8.7653,11.1034,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_1,8.1989,13.0216,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_2,9.0588,13.2216,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_3,10.8054,11.0115,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_4,10.2242,11.6770,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_5,9.9987,12.2062,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_6,8.9262,11.8906,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_7,10.0123,11.0491,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_8,9.2566,10.7892,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
0,drone_9,10.8664,12.9187,16.3473,13.6838,"2.931,3.162,0.794;1.549,18.690,0.377;9.064,1.111,0.962;7.302,7.120,1.680;16.015,7.703,0.901;9.864,0.863,1.062;5.576,12.158,0.306;8.055,17.492,1.925;5.824,2.388,1.161;14.404,3.117,0.607;10.814,1.283,0.208;11.109,3.868,0.390;16.629,3.373,1.331;3.789,15.012,0.445;16.498,6.593,0.763;3.110,19.293,0.992;0.257,9.059,0.248;5.432,5.764,2.233;3.535,4.234,0.348;18.256,5.808,1.766;1.836,9.335,0.705;8.079,7.686,1.285;0.490,6.020,0.338;2.351,19.144,0.429;1.445,6.439,0.946;3.551,15.204,0.426;7.025,18.634,0.859;10.599,16.708,0.827;12.763,2.172,0.260;16.385,9.662,0.484;3.259,8.914,2.263;11.531,2.678,1.906;11.948,5.282,0.930;1.014,11.071,0.417;12.080,6.215,0.302;2.293,5.968,0.393;10.841,7.458,0.215;12.311,15.315,0.847;6.926,2.301,0.200;0.372,19.757,0.342;1.384,5.246,0.602;11.259,6.409,1.138;7.276,16.894,1.630;13.102,7.775,1.305;13.554,12.248,0.765;5.747,3.293,0.472;18.881,2.371,0.860;15.269,6.399,1.153;10.932,17.092,0.913;4.237,2.041,0.472;6.078,3.314,0.923;13.352,12.812,0.437;6.437,0.930,1.757;0.251,10.080,0.360;1.254,8.482,0.453;1.346,9.981,0.445;5.293,16.334,2.059"
