stage,obs_goal_clearance,obs_sc_clearance,spawn_obstacle_clearance,sc_goal_min_dist,goal_spawn_clearance,bfs_clearance,inter_drone_min,spawn_mode,density,pct_all10_ok,avg_drone_ok,clean_drone_successes,total_clean_maps,total_discarded,total_fallbacks,avg_fallback_rate,avg_actual_density,avg_obs_count,infeasible,recommended_ceiling,ceiling_reason
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,scattered,0.35,44.0,7.84,196,25,25,0,0.0,0.3589930000000002,48.0,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,clustered,0.15,100.0,10.0,480,48,2,0,0.0,0.16143776041666666,18.0,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,clustered,0.2,100.0,10.0,480,48,2,0,0.0,0.20856953125,24.875,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,clustered,0.25,100.0,10.0,480,48,2,0,0.0,0.25742317708333334,31.833333333333332,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,clustered,0.3,81.81818181818183,8.181818181818182,360,44,6,0,0.0,0.30784133522727275,40.52272727272727,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.2,clustered,0.35,73.80952380952381,7.380952380952381,310,42,8,0,0.0,0.36012842261904765,49.30952380952381,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,scattered,0.1,100.0,10.0,420,42,8,0,0.0,0.11030104166666668,12.023809523809524,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,scattered,0.15,100.0,10.0,350,35,15,0,0.0,0.16015142857142858,18.514285714285716,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,scattered,0.2,97.43589743589743,9.974358974358974,389,39,11,0,0.0,0.20977307692307698,24.256410256410255,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,scattered,0.25,82.35294117647058,9.676470588235293,329,34,16,0,0.0,0.25664191176470597,30.705882352941178,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,scattered,0.3,51.85185185185185,8.333333333333334,225,27,23,0,0.0,0.30855648148148157,41.22222222222222,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,scattered,0.35,44.0,7.88,197,25,25,0,0.0,0.3583022500000002,47.64,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,clustered,0.15,100.0,10.0,480,48,2,0,0.0,0.16143776041666666,18.0,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,clustered,0.2,100.0,10.0,470,47,3,0,0.0,0.20864933510638298,24.80851063829787,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,clustered,0.25,100.0,10.0,470,47,3,0,0.0,0.2574385638297873,31.93617021276596,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,clustered,0.3,81.3953488372093,8.13953488372093,350,43,7,0,0.0,0.30799404069767444,40.2093023255814,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.35,clustered,0.35,73.80952380952381,7.380952380952381,310,42,8,0,0.0,0.36012842261904765,49.30952380952381,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,scattered,0.1,100.0,10.0,420,42,8,0,0.0,0.11030104166666668,12.023809523809524,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,scattered,0.15,100.0,10.0,350,35,15,0,0.0,0.16015142857142858,18.514285714285716,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,scattered,0.2,97.43589743589743,9.974358974358974,389,39,11,0,0.0,0.20977307692307698,24.256410256410255,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,scattered,0.25,82.85714285714286,9.685714285714285,339,35,15,0,0.0,0.25656821428571436,30.771428571428572,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,scattered,0.3,51.85185185185185,8.333333333333334,225,27,23,0,0.0,0.30855648148148157,41.22222222222222,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,scattered,0.35,44.0,7.88,197,25,25,0,0.0,0.3583022500000002,47.64,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,clustered,0.15,100.0,10.0,460,46,4,0,0.0,0.16141317934782612,18.108695652173914,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,clustered,0.2,100.0,10.0,470,47,3,0,0.0,0.20864933510638298,24.80851063829787,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,clustered,0.25,100.0,10.0,460,46,4,0,0.0,0.2573535326086957,31.782608695652176,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,clustered,0.3,80.95238095238095,8.095238095238095,340,42,8,0,0.0,0.3081809523809524,40.285714285714285,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.44999999999999996,0.5,clustered,0.35,74.4186046511628,7.441860465116279,320,43,7,0,0.0,0.3599268895348838,49.46511627906977,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,scattered,0.1,100.0,10.0,380,38,12,0,0.0,0.11033947368421053,11.736842105263158,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,scattered,0.15,100.0,10.0,290,29,21,0,0.0,0.16058922413793109,18.551724137931036,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,scattered,0.2,100.0,10.0,260,26,24,0,0.0,0.21054423076923084,24.115384615384617,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,scattered,0.25,83.33333333333334,9.625,231,24,26,0,0.0,0.25754322916666667,29.458333333333332,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,scattered,0.3,29.411764705882355,7.764705882352941,132,17,33,0,0.0,0.3097117647058824,38.470588235294116,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,scattered,0.35,31.25,6.9375,111,16,34,0,0.0,0.36129296875000005,48.3125,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,clustered,0.15,100.0,10.0,460,46,4,0,0.0,0.1616100543478261,17.869565217391305,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,clustered,0.2,100.0,10.0,450,45,5,0,0.0,0.20842902777777775,24.822222222222223,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,clustered,0.25,97.72727272727273,9.772727272727273,430,44,6,0,0.0,0.2567960227272728,31.25,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,clustered,0.3,75.60975609756098,7.560975609756097,310,41,9,0,0.0,0.30797469512195125,40.21951219512195,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.2,clustered,0.35,71.05263157894737,7.105263157894737,270,38,12,0,0.0,0.35942187500000006,49.578947368421055,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,scattered,0.1,100.0,10.0,380,38,12,0,0.0,0.11033947368421053,11.736842105263158,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,scattered,0.15,100.0,10.0,290,29,21,0,0.0,0.16058922413793109,18.551724137931036,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,scattered,0.2,100.0,10.0,260,26,24,0,0.0,0.21054423076923084,24.115384615384617,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,scattered,0.25,83.33333333333334,9.625,231,24,26,0,0.0,0.25754322916666667,29.458333333333332,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,scattered,0.3,29.411764705882355,7.823529411764706,133,17,33,0,0.0,0.3097117647058824,38.470588235294116,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,scattered,0.35,33.33333333333333,7.4,111,15,35,0,0.0,0.3605400000000001,47.93333333333333,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,scattered,0.1,100.0,10.0,380,38,12,0,0.0,0.11033947368421053,11.736842105263158,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,scattered,0.15,100.0,10.0,290,29,21,0,0.0,0.16058922413793109,18.551724137931036,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,scattered,0.2,100.0,10.0,260,26,24,0,0.0,0.21054423076923084,24.115384615384617,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,scattered,0.25,83.33333333333334,9.625,231,24,26,0,0.0,0.25754322916666667,29.458333333333332,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,scattered,0.3,29.411764705882355,7.823529411764706,133,17,33,0,0.0,0.3097117647058824,38.470588235294116,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,scattered,0.35,33.33333333333333,7.4,111,15,35,0,0.0,0.3605400000000001,47.93333333333333,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,clustered,0.1,100.0,10.0,470,47,3,0,0.0,0.11057712765957446,12.085106382978724,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,clustered,0.15,100.0,10.0,460,46,4,0,0.0,0.1616100543478261,17.869565217391305,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,clustered,0.2,100.0,10.0,430,43,7,0,0.0,0.20853110465116276,24.88372093023256,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,clustered,0.25,97.67441860465115,9.767441860465116,420,43,7,0,0.0,0.2567982558139536,31.348837209302324,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,clustered,0.3,75.0,7.5,300,40,10,0,0.0,0.3081421875,39.875,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.35,clustered,0.35,69.44444444444444,6.944444444444445,250,36,14,0,0.0,0.3592963541666667,49.94444444444444,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,clustered,0.1,100.0,10.0,470,47,3,0,0.0,0.11057712765957446,12.085106382978724,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,clustered,0.15,100.0,10.0,420,42,8,0,0.0,0.1609546130952381,18.095238095238095,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,clustered,0.2,100.0,10.0,420,42,8,0,0.0,0.20828154761904763,24.88095238095238,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,clustered,0.25,97.5609756097561,9.75609756097561,400,41,9,0,0.0,0.2567939024390245,31.317073170731707,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,clustered,0.3,76.31578947368422,7.631578947368421,290,38,12,0,0.0,0.3079975328947369,39.578947368421055,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,1.5,0.5,0.5,clustered,0.35,69.44444444444444,6.944444444444445,250,36,14,0,0.0,0.35925520833333335,50.333333333333336,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,scattered,0.1,100.0,10.0,440,44,6,0,0.0,0.11015866477272729,12.181818181818182,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,scattered,0.15,100.0,10.0,450,45,5,0,0.0,0.16025319444444444,18.666666666666668,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,scattered,0.2,100.0,10.0,420,42,8,0,0.0,0.20931488095238096,24.547619047619047,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,scattered,0.25,92.85714285714286,9.857142857142858,414,42,8,0,0.0,0.2575264880952381,31.5,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,scattered,0.3,67.5,9.075,363,40,10,0,0.0,0.30814859375000003,39.85,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,scattered,0.35,51.35135135135135,8.432432432432432,312,37,13,0,0.0,0.3589641891891892,49.75675675675676,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,clustered,0.15,100.0,10.0,490,49,1,0,0.0,0.16122283163265308,18.102040816326532,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.0,0.20877687499999997,24.68,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,clustered,0.25,100.0,10.0,500,50,0,0,0.0,0.25740875,31.82,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,clustered,0.3,89.79591836734694,8.979591836734693,440,49,1,0,0.0,0.30754668367346943,40.795918367346935,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.2,clustered,0.35,82.6086956521739,8.26086956521739,380,46,4,0,0.0,0.35998913043478276,49.47826086956522,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,scattered,0.1,100.0,10.0,440,44,6,0,0.0,0.11015866477272729,12.181818181818182,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,scattered,0.15,100.0,10.0,450,45,5,0,0.0,0.16025319444444444,18.666666666666668,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,scattered,0.2,100.0,10.0,420,42,8,0,0.0,0.20931488095238096,24.547619047619047,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,scattered,0.25,92.85714285714286,9.857142857142858,414,42,8,0,0.0,0.2575264880952381,31.5,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,scattered,0.3,67.5,9.075,363,40,10,0,0.0,0.30814859375000003,39.85,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,scattered,0.35,50.0,8.236842105263158,313,38,12,0,0.0,0.35886825657894744,49.63157894736842,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,clustered,0.15,100.0,10.0,490,49,1,0,0.0,0.16122283163265308,18.102040816326532,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.0,0.20877687499999997,24.68,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.0,0.25740875,31.82,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,clustered,0.3,89.79591836734694,8.979591836734693,440,49,1,0,0.0,0.30754668367346943,40.795918367346935,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.35,clustered,0.35,82.6086956521739,8.26086956521739,380,46,4,0,0.0,0.35998913043478276,49.47826086956522,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,scattered,0.1,100.0,10.0,440,44,6,0,0.0,0.11015866477272729,12.181818181818182,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,scattered,0.15,100.0,10.0,450,45,5,0,0.0,0.16025319444444444,18.666666666666668,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,scattered,0.2,100.0,10.0,420,42,8,0,0.0,0.20931488095238096,24.547619047619047,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,scattered,0.25,92.85714285714286,9.857142857142858,414,42,8,0,0.0,0.2575264880952381,31.5,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,scattered,0.3,65.85365853658537,9.024390243902438,370,41,9,0,0.0,0.3080939024390244,40.02439024390244,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,scattered,0.35,50.0,8.236842105263158,313,38,12,0,0.0,0.35886825657894744,49.63157894736842,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,clustered,0.15,100.0,10.0,480,48,2,0,0.0,0.16127630208333335,18.166666666666668,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.0,0.20877687499999997,24.68,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,clustered,0.25,100.0,10.0,490,49,1,0,0.0,0.25732831632653064,31.6734693877551,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,clustered,0.3,89.58333333333334,8.958333333333334,430,48,2,0,0.0,0.3077009114583334,40.875,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.4,0.5,clustered,0.35,82.6086956521739,8.26086956521739,380,46,4,0,0.0,0.35998913043478276,49.47826086956522,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,scattered,0.1,100.0,10.0,410,41,9,0,0.0,0.11045594512195123,12.024390243902438,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,scattered,0.15,100.0,10.0,350,35,15,0,0.0,0.16015142857142858,18.514285714285716,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,scattered,0.2,97.36842105263158,9.973684210526315,379,38,12,0,0.0,0.20981447368421058,24.236842105263158,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,scattered,0.25,82.35294117647058,9.676470588235293,329,34,16,0,0.0,0.25664191176470597,30.705882352941178,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,scattered,0.3,51.85185185185185,8.25925925925926,223,27,23,0,0.0,0.30855648148148157,41.22222222222222,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,scattered,0.35,41.66666666666667,7.583333333333333,182,24,26,0,0.0,0.3589882812500001,48.291666666666664,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,scattered,0.1,100.0,10.0,410,41,9,0,0.0,0.11045594512195123,12.024390243902438,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,scattered,0.15,100.0,10.0,350,35,15,0,0.0,0.16015142857142858,18.514285714285716,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,scattered,0.2,97.36842105263158,9.973684210526315,379,38,12,0,0.0,0.20981447368421058,24.236842105263158,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,scattered,0.25,82.35294117647058,9.676470588235293,329,34,16,0,0.0,0.25664191176470597,30.705882352941178,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,scattered,0.3,51.85185185185185,8.25925925925926,223,27,23,0,0.0,0.30855648148148157,41.22222222222222,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,scattered,0.35,41.66666666666667,7.625,183,24,26,0,0.0,0.3582687500000002,47.916666666666664,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,clustered,0.15,100.0,10.0,480,48,2,0,0.0,0.16143776041666666,18.0,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,clustered,0.2,100.0,10.0,480,48,2,0,0.0,0.20856953125,24.875,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,clustered,0.25,100.0,10.0,480,48,2,0,0.0,0.25742317708333334,31.833333333333332,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,clustered,0.3,81.81818181818183,8.181818181818182,360,44,6,0,0.0,0.30784133522727275,40.52272727272727,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.2,clustered,0.35,73.80952380952381,7.380952380952381,310,42,8,0,0.0,0.36012842261904765,49.30952380952381,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,scattered,0.1,100.0,10.0,410,41,9,0,0.0,0.11045594512195123,12.024390243902438,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,scattered,0.15,100.0,10.0,350,35,15,0,0.0,0.16015142857142858,18.514285714285716,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,scattered,0.2,97.36842105263158,9.973684210526315,379,38,12,0,0.0,0.20981447368421058,24.236842105263158,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,scattered,0.25,82.85714285714286,9.685714285714285,339,35,15,0,0.0,0.25656821428571436,30.771428571428572,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,scattered,0.3,51.85185185185185,8.25925925925926,223,27,23,0,0.0,0.30855648148148157,41.22222222222222,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,scattered,0.35,41.66666666666667,7.625,183,24,26,0,0.0,0.3582687500000002,47.916666666666664,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,clustered,0.15,100.0,10.0,480,48,2,0,0.0,0.16143776041666666,18.0,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,clustered,0.2,100.0,10.0,470,47,3,0,0.0,0.20864933510638298,24.80851063829787,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,clustered,0.25,100.0,10.0,470,47,3,0,0.0,0.2574385638297873,31.93617021276596,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,clustered,0.3,81.3953488372093,8.13953488372093,350,43,7,0,0.0,0.30799404069767444,40.2093023255814,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.35,clustered,0.35,73.80952380952381,7.380952380952381,310,42,8,0,0.0,0.36012842261904765,49.30952380952381,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,scattered,0.1,100.0,10.0,370,37,13,0,0.0,0.11051216216216216,11.72972972972973,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,scattered,0.15,100.0,10.0,290,29,21,0,0.0,0.16058922413793109,18.551724137931036,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,scattered,0.2,100.0,10.0,240,24,26,0,0.0,0.2108804687500001,23.916666666666668,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,scattered,0.25,83.33333333333334,9.625,231,24,26,0,0.0,0.25754322916666667,29.458333333333332,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,scattered,0.3,29.411764705882355,7.647058823529412,130,17,33,0,0.0,0.3097117647058824,38.470588235294116,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,scattered,0.35,26.666666666666668,6.533333333333333,98,15,35,0,0.0,0.36143875000000014,48.8,False,0.2,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,clustered,0.15,100.0,10.0,460,46,4,0,0.0,0.16141317934782612,18.108695652173914,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,clustered,0.2,100.0,10.0,470,47,3,0,0.0,0.20864933510638298,24.80851063829787,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,clustered,0.25,100.0,10.0,460,46,4,0,0.0,0.2573535326086957,31.782608695652176,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,clustered,0.3,80.95238095238095,8.095238095238095,340,42,8,0,0.0,0.3081809523809524,40.285714285714285,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.44999999999999996,0.5,clustered,0.35,74.4186046511628,7.441860465116279,320,43,7,0,0.0,0.3599268895348838,49.46511627906977,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,clustered,0.1,100.0,10.0,490,49,1,0,0.0,0.11050739795918366,12.142857142857142,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,clustered,0.15,100.0,10.0,460,46,4,0,0.0,0.1616100543478261,17.869565217391305,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,clustered,0.2,100.0,10.0,450,45,5,0,0.0,0.20842902777777775,24.822222222222223,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,clustered,0.25,97.72727272727273,9.772727272727273,430,44,6,0,0.0,0.2567960227272728,31.25,False,0.25,below_90pct
1,1.0,1.5,0.4,5.0,2.0,0.5,0.2,clustered,0.3,75.60975609756098,7.560975609756097,310,41,9,0,0.0,0.30797469512195125,40.21951219512195,False,0.25,below_90pct
