Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
0,drone_0,15.6907,5.3520,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_1,13.1216,4.9417,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_2,14.3254,6.8146,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_3,14.9568,6.1118,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_4,14.1317,6.4289,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_5,15.6934,6.3088,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_6,13.9896,4.9049,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_7,15.2141,6.4444,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_8,15.5831,6.8437,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
0,drone_9,12.9382,4.3270,8.0627,12.8549,"9.130,5.874,0.494;2.821,2.881,0.428;0.752,1.680,0.269;15.742,11.604,0.442;16.367,12.682,0.407;5.439,7.492,1.693;15.371,15.173,1.860;19.108,6.922,1.115;3.060,1.155,2.132;5.829,9.266,1.184;11.440,12.759,1.137;12.177,15.954,0.907;4.247,15.872,1.836;14.405,9.368,0.607;9.821,2.116,0.680;17.353,0.965,0.324;6.637,4.558,0.353;1.085,9.587,0.298;4.294,4.223,0.486;7.517,5.461,0.485;3.337,11.003,0.993;7.203,9.090,0.499;1.964,3.185,0.649;13.321,8.022,0.486;13.437,17.375,0.227;10.367,17.348,1.183;2.830,17.573,0.362;1.953,6.283,0.470;6.054,4.471,1.042;17.671,13.317,2.417;11.661,17.109,1.776;17.834,1.757,0.432;10.916,9.297,0.249;17.170,10.460,0.742;0.853,12.468,0.488;14.298,2.647,0.300;1.449,11.702,1.205;19.477,18.713,0.346;2.218,15.162,0.730;4.340,12.376,0.909;12.770,13.627,1.272;11.694,11.088,0.775;15.286,16.585,0.878;11.980,1.026,0.212;17.834,4.489,0.848;11.970,2.588,0.497;9.572,9.220,0.266;11.769,11.824,1.841;15.643,13.237,0.749;8.372,2.925,0.300;15.560,13.148,1.943;15.573,8.491,1.160;13.344,17.642,2.195;1.860,5.551,1.706"
