Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
3,drone_5,12.6821,8.9880,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
3,drone_6,3.8806,16.2145,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
3,drone_7,5.2575,13.5924,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
3,drone_8,10.8976,3.0094,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
3,drone_9,12.7379,5.8008,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
4,drone_0,7.4256,11.3859,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
4,drone_1,9.8250,18.7599,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
4,drone_2,5.7393,3.5925,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
4,drone_3,1.7038,8.8099,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
4,drone_4,18.7609,6.3830,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
4,drone_5,12.8360,9.1157,17.0000,17.0000,"0.843,5.617,0.227;3.831,8.311,0.288;14.292,4.579,0.296;12.735,16.764,0.265;7.773,17.001,0.336;19.749,8.360,0.209;3.784,5.876,1.042;12.015,13.590,1.229;12.523,15.494,0.330;18.327,14.642,0.311;18.704,9.060,1.253;8.874,8.517,0.424;13.629,17.309,0.268;1.723,3.883,1.358;13.202,13.604,0.980;16.393,12.458,0.326;16.017,11.464,1.208;7.580,1.183,0.449;18.324,11.409,1.267;6.027,18.769,0.390;4.011,7.982,1.048;17.742,3.640,0.287;12.472,1.297,0.381;16.999,1.198,1.213;7.612,16.830,0.491;5.669,17.006,0.387;16.903,3.265,0.281;2.063,1.911,0.227;11.939,14.279,1.095;1.773,0.246,0.438;17.820,8.328,0.298;10.363,15.960,0.489;15.057,10.314,0.705;17.831,2.362,0.405;1.205,2.367,1.006;10.204,14.403,1.741;18.537,1.743,1.759;15.165,2.304,0.231;17.105,10.930,0.411;7.402,7.211,1.377;13.899,16.879,0.459;19.765,4.347,0.220;12.930,14.372,0.452;15.324,13.290,1.595;11.693,18.186,0.720;16.662,11.025,2.011;3.573,9.344,0.292;6.571,8.123,0.443;5.359,7.117,1.141;6.053,17.903,1.216;16.055,6.666,0.458;17.424,14.015,0.394;6.256,8.407,0.260;8.363,0.753,0.424;17.853,8.601,0.432;0.518,6.471,0.395;0.985,5.436,0.256;13.711,0.615,0.328;19.454,13.801,0.442;17.951,12.387,0.466;5.080,18.183,0.374;7.064,15.503,0.465;11.773,11.730,1.293;6.408,4.873,0.389;1.398,14.418,0.987;18.853,13.680,1.201;3.082,5.781,1.518;8.049,13.992,0.236;6.341,5.570,0.370;6.935,17.089,0.840;0.473,13.412,0.611;2.457,18.637,0.342;3.181,0.518,0.392;8.839,6.143,1.283;5.980,8.162,0.979;1.316,4.730,1.074;18.234,3.219,0.845;17.206,4.014,0.441;15.494,8.094,0.451;1.643,12.353,1.064;5.490,7.614,1.274;15.046,12.152,1.810;8.715,14.306,1.642;16.215,1.210,0.983;15.665,9.149,0.235;12.792,15.274,0.452;0.725,6.006,0.216;3.482,11.334,0.261;16.673,2.075,0.912;11.123,13.530,1.641;7.673,6.468,1.388;12.924,2.267,0.471;14.812,9.120,0.368;1.955,0.614,0.331;17.675,8.181,0.264;13.535,12.872,0.926;11.696,0.204,0.368;15.015,12.649,2.142;19.706,3.632,0.315;12.499,16.182,2.496"
